ID,Name,ISO639P3code,Level,Parent_ID
lowl1267,Lowland East Cushitic,,family,east2699
lowl1268,Lowland-Midland-South Highland Mixe,,family,oaxa1241
lowl1269,Lowland-Midland Mixe,,family,lowl1268
lowl1270,Lowland Kenyah,,family,keny1280
lowl1271,Lowland-Sierra Totonacan,,family,cent1397
loxi1235,Loxicha Zapotec,ztp,language,miah1237
loya1239,Loyalty Islands,,family,newc1243
lozi1239,Lozi,loz,language,seso1234
lsfi1234,LSFic,,family,deaf1237
luan1261,Luangic-Kisaric,,family,east2732
luan1262,Luangic,,family,luan1261
luan1263,Luang,lex,language,luan1262
luba1249,Luba-Lulua,lua,language,bang1371
luba1250,Luba-Katanga,lub,language,kaon1242
luba1253,Luban,,family,cent2260
luba1254,Luba-Kaonde,,family,luba1253
luba1255,Lubaic,,family,luba1254
lubi1238,Lubila,kcc,language,lubi1239
lubi1239,Lubila-Lokaa,,family,loko1252
lubu1241,Lubu,lcf,language,mina1280
lubu1243,Lubuagan Kalinga,knb,language,cent2282
luch1239,Luchazi,lch,language,ngan1306
lucu1238,Lucumi,luq,language,lucu1239
lucu1239,Lucumi-Yoruba,,family,nucl1747
ludi1246,Ludian,lud,language,east2796
luey1235,Lue-Yong,,family,sout2743
lufu1237,Lufu,ldq,language,bete1266
lugb1240,Lugbara,lgg,language,cent2043
lugu1238,Luguru,ruf,language,east2756
luhu1243,Luhu-Piru,lcq,language,west2853
luim1238,Luimbi,lum,language,mbwe1239
luis1253,Luiseno-Juaneño,lui,language,cupa1239
lukp1238,Lukpa,dop,language,kabi1265
lule1238,Lule,ule,language,
lule1254,Lule Saami,smj,language,cent2240
lumb1237,Lumbee,lmz,language,unat1236
lumb1249,Lumbu,lup,language,lumb1252
lumb1251,Lumbuic,,family,vili1240
lumb1252,Lumbu-Bwisi,,family,lumb1251
lumu1239,Lumun,lmd,language,lumu1240
lumu1240,Lumun-Torona,,family,narr1279
luna1243,Lunanakha,luk,language,nucl1307
luna1244,Luna,luj,language,mbag1239
lund1266,Lunda,lun,language,lund1275
lund1271,Lundayeh,lnd,language,kela1257
lund1274,Lundu-Balong (A.10),,family,bant1295
lund1275,Lunda-Ruund-Kete,,family,ruun1239
lung1249,Lungga,lga,language,ghan1246
luob1235,Luo-Burun,,family,west2493
luoc1235,Luo (Cameroon),luw,language,njer1241
luok1236,Luo (Kenya and Tanzania),luo,language,adho1242
luop1235,Luopohe Hmong,hml,language,grea1295
luri1252,Luric,,family,luri1257
luri1256,Luri,ldd,language,nyam1284
luri1257,Luric-Dezfulic,,family,mode1259
luse1252,Lusengo,lse,language,ngir1248
lush1249,Mizo,lus,language,mizo1244
lush1251,Lushootseed-Puget,,family,cent2129
lush1252,Northern Lushootseed,lut,language,lush1251
lusi1235,Lusitanian,xls,language,uncl1527
lusi1240,Lusi,khl,language,kali1298
luso1234,Luso-Asian Creole,,family,macr1272
luto1241,Lutos,ndy,language,ndug1243
luuu1242,Lü,khb,language,luey1235
luva1239,Luvale,lue,language,chok1247
luvi1234,Luvic,,family,anat1257
luvi1235,Luvian,,family,luvi1234
luwa1238,Luwati,luv,language,sind1279
luwo1239,Luwo,lwo,language,luwo1240
luwo1240,Luwo-Thuri,,family,nort2814
luxe1241,Moselle Franconian,ltz,language,midd1319
luya1241,Luyi,lyn,language,east2747
luyi1234,Luyia,,family,grea1291
lwal1238,Lwalu,lwa,language,mbag1239
lwer1234,Lweric,,family,nzad1235
lyci1241,Lycian A,xlc,language,lyci1242
lyci1242,Lycian-Milyan,,family,luvi1234
lydi1241,Lydian,xld,language,unun9888
lyel1241,Lyélé,lee,language,nort2782
lyng1240,Lyngngamic,,family,khas1274
lyng1241,India Lyngam,lyg,language,lyng1240
maaa1253,Maa,cma,language,koho1243
maak1236,Maaka,mew,language,unun9876
maan1238,Ma'anyan,mhy,language,maan1240
maan1240,Maanyan-Paku,,family,sout2919
maas1239,Maasina Fulfulde,ffm,language,fula1264
maay1238,Maay,ymm,language,east2653
maba1270,Mabaale,mmz,language,libi1242
maba1272,Mabaan-Jumjum,,family,luob1235
maba1273,Mabaan,mfz,language,maba1272
maba1274,Maban,,family,
maba1275,Mabang,,family,maba1274
maba1276,Maba-Masalit,,family,maba1275
maba1277,Maba (Chad),mde,language,nucl1441
maba1278,Maba (Indonesia),mqa,language,cent2270
maba1279,Mabaka Valley Kalinga,kkg,language,nort3231
mabi1242,Mabire,muj,language,dang1275
mabu1247,Mabuso,,family,croi1234
maca1259,Macaguán,mbn,language,guah1252
maca1260,Maca,mca,language,mata1290
maca1261,Macaguaje,mcl,language,sion1249
maca1262,Macanese,mzs,language,luso1234
mace1250,Macedonian,mkd,language,mace1252
mace1252,Macedo-Bulgarian,,family,east2269
mach1265,Machinga,mvw,language,unun9916
mach1266,Machame,jmc,language,west2852
mach1267,Machiguenga,mcb,language,mats1245
mach1268,Machinere,mpd,language,yine1239
mach1269,Machili,,family,west2834
macl1239,Macleay-New England,,family,pama1250
maco1238,Maco-Piaroa,,family,sali1297
maco1239,Maco,wpc,language,maco1238
macr1267,Macro-Yaeyama,,family,ryuk1244
macr1268,Macro-Tani,,family,sino1245
macr1269,Macro-Oriya,,family,oriy1254
macr1270,Macro-Dutch,,family,west2793
macr1271,Macro-English,,family,merc1242
macr1272,Macro-Portuguese,,family,gali1263
macr1273,Macro-French,,family,cent2283
macr1274,Macro-Carolinian,,family,sata1238
macr1275,Macro-Bai,,family,sino1245
macr1276,Macrocoatecano,,family,nucl1765
macu1259,Macushi,mbc,language,pemo1247
macu1260,Macuna,myy,language,sout3006
mada1282,Mada (Nigeria),mda,language,ruku1240
mada1284,Madak linkage,,family,newi1242
mada1285,Madak,mmx,language,mada1284
mada1293,Mada (Cameroon),mxu,language,toko1243
mada1298,Madang,,family,nucl1709
made1252,Ma (Democratic Republic of Congo),msj,language,mbai1246
made1253,Salawati,xmx,language,sala1285
madi1260,Ma'di,mhi,language,sout2827
madi1261,Madi (Papua New Guinea),grg,language,gira1248
madi1262,Madi-Madiha,,family,araw1282
madi1263,Madiha,,family,madi1262
madn1237,Madngele,zml,language,east2374
madr1238,Madre de Dios Pano,,family,pano1257
madu1247,Maduresic,,family,mala1536
madu1248,Madukayang Kalinga,kmd,language,sout3207
maee1241,Tirax,mme,language,nort3261
maen1235,Maeng Itneg,itt,language,maen1236
maen1236,Maeng-Northern Kankanay,,family,kank1245
maew1234,Maewo,,family,nort3205
mafa1239,Mafa,maf,language,mata1311
mafe1237,Mafea,mkv,language,mafe1238
mafe1238,Mafea-Tutuba,,family,east2754
maga1260,Magahi,mag,language,mait1254
maga1261,Magar,,family,kham1285
maga1263,Mag-Anchi Ayta,sgb,language,maga1270
maga1264,Southern Binukidnon,mtw,language,negr1236
maga1270,Mag-Ayta,,family,samb1319
magd1235,Magdalena Peñasco Mixtec,xtm,language,west2824
magd1236,Magdalenic,,family,core1252
magh1238,Mághdì,gmd,language,makt1234
magi1241,Mag-Indi Ayta,blx,language,maga1270
magi1243,Magi,gkd,language,aisi1234
magi1244,Magiyi,gmg,language,uncl1525
mago1246,Magoma,gmx,language,king1258
mago1247,Magoric,,family,oumi1237
mago1248,Magori,zgr,language,mago1247
magu1243,Maguindanao,mdh,language,dana1253
maha1287,Mahasu Pahari,bfz,language,nucl1728
maha1291,Mahali,mjx,language,sant1457
maha1305,Maharastri Prakrit,pmh,language,indo1325
maha1306,Mahakiranti,,family,hima1249
mahi1248,Mohican,mjy,language,dela1253
maho1248,Mahongwe,mhb,language,kota1281
maho1249,Mahou,mxx,language,mani1303
maia1251,Maiadomu,mzz,language,iama1238
maia1253,Maiani,tnh,language,kauk1240
maia1254,Maia,sks,language,kauk1240
maib1239,Maybrat-Karon,ayz,language,
maid1262,Maiduan,,family,
maii1238,Maii,mmm,language,bier1245
mail1248,Mailu,mgu,language,mail1249
mail1249,Mailuan,,family,
main1267,Ostfränkisch,vmf,language,uppe1464
main1269,Mainstream East Bodish,,family,east1469
main1272,Maindo,cwb,language,maku1247
main1275,Usun Apau Kenyah,xkl,language,high1288
main1279,Mainline Pano,,family,pano1256
main1280,Mainland Eastern Saami,,family,east2324
main1281,Main-Gwamhi,,family,duka1250
main1282,Mainland North Halmaheran,,family,nort2924
main1283,Mainstream Lowland East Cushitic,,family,sout3055
main1286,Mainland New Caledonian,,family,newc1243
mair1253,Mairasic,,family,
mais1250,Maisin,mbq,language,aret1241
mait1250,Maithili,mai,language,mait1254
mait1254,Magadhan,,family,biha1245
maiw1249,Maiwala,mum,language,east2762
maiw1250,Maiwa (Indonesia),wmm,language,mase1250
maiw1251,Maiwa (Papua New Guinea),mti,language,daga1274
maja1242,Majang,mpe,language,surm1244
maje1243,Majera,xmj,language,jina1243
majh1236,Majhwar,mmj,language,mund1336
majh1253,Majhi,mjz,language,unun9886
maka1300,Mak-Ai-Cham,,family,maon1239
maka1304,Makaa,mcp,language,nort3375
maka1305,Makassar Malay,mfp,language,vehi1234
maka1310,Makassaric,,family,sout2923
maka1311,Makasar,mak,language,nucl1727
maka1315,Makayam,aup,language,nucl1713
maka1316,Makasae-Makalero,mkz,language,east2520
maka1318,Makah,myh,language,maka1326
maka1323,Makaa-Njem (A.80),,family,maka1327
maka1324,Makaaic,,family,west2967
maka1326,Makah-Nitinat,,family,sout2981
maka1327,Makaa-Kako (A.80-90),,family,bant1295
makc1235,Mak (China),mkg,language,maka1300
makh1260,Makhuwa-Shirima,vmk,language,maku1279
makh1261,Makhuwa-Meetto,mgh,language,maku1279
makh1262,Makhuwa-Marrevone,xmc,language,maku1279
makh1264,Makhuwa,vmw,language,maku1279
makh1265,Makhuwa-Moniga,mhm,language,maku1279
makh1266,Makhuwa-Saka,xsq,language,maku1279
makl1246,Maklew,mgf,language,bula1259
makn1235,Mak (Nigeria),pbl,language,makt1234
mako1250,Makolkol,zmh,language,unun9989
mako1251,Makonde,kde,language,mako1254
mako1254,Makonde-Makwe,,family,ruvu1234
makt1234,Mak-Tal,,family,nort3378
maku1246,Máku,xak,language,
maku1247,North Mozambique Bantu,,family,soth1251
maku1272,Makuric,,family,yimc1239
maku1273,Makuri Naga,jmn,language,maku1272
maku1277,Maku'a,lva,language,east2732
maku1278,Makuráp,mpu,language,tupa1251
maku1279,Makua-Lomwe,,family,maku1247
makw1236,Makwe,ymk,language,mako1254
maky1235,Makyan Naga,umn,language,lein1236
mala1256,Malawi Lomwe,lon,language,lomw1242
mala1457,Mala Malasar,ima,language,tami1299
mala1458,Malasar,ymr,language,mala1550
mala1459,Malankuravan,mjo,language,mala1541
mala1463,Malavedan,mjr,language,mala1541
mala1464,Malayalam,mal,language,mala1541
mala1466,Malaryan,mjq,language,mala1541
mala1468,Malapandaram,mjp,language,tami1299
mala1471,Mala (Nigeria),ruy,language,atla1280
mala1475,Malawi Sena,swk,language,sena1270
mala1479,Colloquial Malay,zlm,language,sing1270
mala1480,Malayic Dayak,xdy,language,mala1538
mala1481,Manado Malay,xmm,language,mana1300
mala1482,Malaccan Creole Malay,ccm,language,vehi1234
mala1484,Malango,mln,language,nort2832
mala1485,Longgu-Malaita-Makira,,family,sout2853
mala1487,Malasanga,mqz,language,kora1297
mala1489,Malalamai,mmt,language,west2862
mala1494,Mala (Papua New Guinea),ped,language,kauk1240
mala1495,Manep,mkr,language,mane1269
mala1522,Malayo,mbp,language,east2572
mala1533,Malacca-Batavia Portuguese Creole,mcm,language,luso1234
mala1536,Malayo-Sumbawan,,family,mala1545
mala1537,Malagasic,,family,sout2919
mala1538,Malayic,,family,nort3170
mala1539,Malakula,,family,cent2269
mala1540,Malaita-Makira,,family,mala1485
mala1541,Malayalamoid,,family,tami1298
mala1542,Malaita,,family,mala1540
mala1545,Malayo-Polynesian,,family,aust1307
mala1547,Malay-based pidgin,,family,pidg1258
mala1550,Malasa-Eravallan,,family,tami1299
malb1235,Malba Birifor,bfo,language,biri1257
male1282,Maleng,pkt,language,chut1246
male1284,Male (Ethiopia),mdy,language,nort3161
male1289,Maleu-Kilenge,mgl,language,viti1243
male1291,Male (Papua New Guinea),mdc,language,mind1258
male1292,Malecite-Passamaquoddy,pqm,language,east2700
male1297,Maléku Jaíka,gut,language,voti1248
malf1237,Na'ahai,mlx,language,sout3197
malg1242,Malgana,vml,language,kart1250
malg1250,Malgbe,mxf,language,koto1269
mali1279,Malila,mgq,language,mbey1234
mali1280,Malimba,mzd,language,dual1245
mali1283,Malimpung,mli,language,mase1250
mali1284,Mali,gcc,language,bain1263
mali1285,Malinaltepec Me'phaa,tcf,language,nort3350
mall1246,Mal,mlf,language,tinn1239
malo1243,Tamambo,mla,language,sout3339
malo1245,Malol,mbk,language,siss1245
malp1246,Mar Paharia of Dumka,mkb,language,gaud1238
malt1248,Malto,,family,kuru1300
malt1254,Maltese,mlt,language,nort3191
malu1245,Malua Bay,mll,language,nort3223
malu1251,Maluwawaru,,family,fipa1240
malu1252,Malungu-Central Sabi,,family,sabi1248
malv1243,Malvi,mup,language,bhil1254
mama1271,Mamara Senoufo,myk,language,nort3254
mama1272,Mama,mma,language,nige1254
mama1275,Mamanwa,mmn,language,cent2246
mama1276,Mamasa,mqj,language,tora1260
mama1277,Mamaa,mhf,language,finu1234
mama1278,Mamaindé,wmd,language,nort3153
mamb1294,Mambai,mcs,language,tupu1245
mamb1296,Mambwe-Lungu,mgr,language,malu1251
mamb1305,Mamboru,mvd,language,kamb1320
mamb1306,Mambae,mgm,language,west2945
mamb1309,Mambiloid,,family,nort3168
mamb1310,Mambila-Vute,,family,konj1251
mamb1311,Mambila-Mbongno,,family,mamb1310
mamb1312,Mambila,,family,mamb1311
mame1240,Mamean,,family,grea1277
mamf1238,Mamfe,,family,sout3152
mamm1241,Mam,mam,language,mame1240
mamp1244,Mampruli,maw,language,mamp1246
mamp1246,Mampruli-Dagbani,,family,sout3205
mamu1254,Mamusi,kdf,language,mamu1256
mamu1255,Mamuju,mqx,language,nort2894
mamu1256,Mamusa-Mengen,,family,meng1266
mamv1243,Mamvu,mdi,language,mang1425
mana1248,Manangkari,znk,language,iwai1249
mana1287,Manangba-Nar-Phu,,family,guru1260
mana1288,Manange,nmm,language,mana1287
mana1294,Manamic linkage,,family,kair1261
mana1295,Manam,mva,language,mana1301
mana1298,Manambu,mle,language,mana1303
mana1300,Manadoic Malay,,family,east2743
mana1301,Manam-Sepa,,family,bamm1241
mana1303,Manambu-Yalaku,,family,nucl1642
manc1250,Manchu-Jurchen,,family,tung1282
manc1251,Manchu-Xibe,,family,manc1250
manc1252,Manchu,mnc,language,manc1251
mand1409,Mandeali,mjl,language,hima1250
mand1411,Manda-Kui,,family,kond1294
mand1412,Manda-Pengo,,family,mand1411
mand1413,Manda (India),mha,language,mand1412
mand1415,Mandarin Chinese,cmn,language,mand1471
mand1416,Manda (Australia),zma,language,amem1235
mand1417,Mandandanyi,zmk,language,sout2765
mand1419,Mandjak,mfv,language,curb1234
mand1423,Manda-Matumba,mgs,language,mand1475
mand1425,Mandari,mqu,language,bari1283
mand1431,Manding-Kpelle,,family,west2780
mand1432,Manding-Jogo,,family,cent2047
mand1433,Manding-Vai,,family,mand1432
mand1434,Manding-Mokole,,family,mand1433
mand1435,Manding,,family,mand1434
mand1436,Mandinka,mnk,language,west2499
mand1437,Mande Samo,,family,samo1302
mand1440,Mandara,tbf,language,taba1270
mand1442,Mandar,mdr,language,nort2894
mand1443,Mander,mqr,language,tora1268
mand1444,Mandobo Atas,aax,language,mand1473
mand1445,Mandobo Bawah,bwp,language,mand1473
mand1446,Mandan,mhq,language,core1249
mand1448,Mandahuaca,mht,language,ware1256
mand1468,Macro-Mandaic,,family,east2680
mand1469,Mande,,family,
mand1470,Mandi-Muniwara,,family,mari1433
mand1471,Mandarinic,,family,nort3155
mand1472,Mandaraic,,family,marg1267
mand1473,Mandobo,,family,dumu1247
mand1474,Mandi-Nyokon,,family,west2826
mand1475,Manda-Ngoni,,family,sout3185
mane1266,Manem,jet,language,nucl1773
mane1267,Manenkan,,family,east2425
mane1268,Manenguba,,family,ngoe1239
mane1269,Manep-Barem,,family,nort3379
mang1377,Mangic,,family,aust1305
mang1378,Mang,zng,language,mang1377
mang1381,Mangarrayi,mpc,language,mang1423
mang1382,Mangerr,zme,language,giim1238
mang1383,Mangala,mem,language,marr1265
mang1387,Mangayat,myj,language,fero1243
mang1393,Mangbetu-Asua,,family,cent2225
mang1394,Mangbetu,mdj,language,mang1424
mang1396,Mangbutu,mdk,language,mang1425
mang1398,Mango,mge,language,bedi1236
mang1399,Manga Kanuri,kby,language,east2718
mang1401,Mangareva,mrv,language,cent2062
mang1403,Mangseng,mbh,language,bebe1254
mang1404,Mangga Buang,mmo,language,mapo1247
mang1405,Manggarai,mqy,language,mang1436
mang1416,Mangas,zns,language,kirm1251
mang1423,Mangarrayi-Maran,,family,
mang1424,Mangbetuic,,family,mang1393
mang1425,Mangbutu-Efe,,family,memb1239
mang1426,Manguean,,family,tlap1252
mang1430,Manggaraiic,,family,flor1241
mang1435,Mangarrayi-Maran (Unattested),,family,unat1236
mang1436,Manggarai Khusus,,family,mang1430
mani1235,Sougb,mnx,language,east1459
mani1290,Maniq-Menraq-Batek,,family,nort2682
mani1291,Maniqic,,family,mani1290
mani1292,Manipuri,mni,language,kuki1245
mani1293,Maningrida,,family,
mani1294,Manigri-Kambolé Ede Nago,xkb,language,sout3187
mani1297,Manipa,mqp,language,west2853
mani1303,Maninka-Mori,,family,east2425
manj1250,Manjaku-Mankanya-Pepel,,family,jool1234
mank1251,Mankanya,knf,language,manj1250
mank1256,Mankiyali,nlm,language,bate1269
mank1258,Mankonic,,family,ngem1254
manm1238,Man Met,mml,language,sout3232
mann1246,Mannan,mjv,language,muth1243
mann1248,Mann,mev,language,guro1245
mano1275,Manombai,woo,language,cent2309
mano1276,Manobo,,family,grea1284
mans1258,Northern Mansi,mns,language,nort3271
mans1259,Mansoanka,msw,language,atla1278
mans1261,Mansakan,,family,cent2246
mans1262,Mansaka,msk,language,east2477
mans1269,Mansic,,family,ural1272
mant1265,Mantsi,nty,language,munj1248
mant1266,Mantharta,,family,pilb1234
mant1267,Manta,myg,language,sout3181
manu1255,Manumanaw Karen,kxf,language,kaya1316
manu1258,Manusela,wha,language,manu1263
manu1261,Manubaran,,family,
manu1262,Manus,,family,east2459
manu1263,Manusela-Huaulu,,family,pata1263
manx1243,Manx,glv,language,east2734
many1258,Manyika,mxc,language,plat1259
many1259,Manyawa,mny,language,maku1247
many1261,Manya,mzj,language,mane1267
manz1241,Manza-Ngbaka,,family,gban1259
manz1242,Manzaic,,family,manz1241
manz1243,Manza,mzv,language,manz1242
maon1238,Mao Naga,nbi,language,naga1397
maon1239,Maonan-Mak-Sui,,family,then1235
maon1240,Maonan-Chadong,,family,maon1239
maon1241,Maonan,mmd,language,maon1240
maoo1243,Blue Nile Mao,,family,
maor1244,Maore Comorian,swb,language,shin1269
maor1246,Maori,mri,language,cent2062
mapa1244,Ma (Papua New Guinea),mjn,language,bwan1242
mape1249,Mape,mlh,language,kate1254
mape1250,Mapena,mnm,language,daga1274
mapi1250,Mapia,mpy,language,nucl1749
mapi1252,Mapidian-Mawayana,mpw,language,mapi1253
mapi1253,Mapidianic,,family,negr1239
mapo1242,Mapos Buang,bzh,language,mapo1247
mapo1244,Mapoyo-Tamanaku,,family,vene1261
mapo1245,Mapoyo-Yawarana,,family,mapo1244
mapo1246,Mapoyo,mcg,language,mapo1245
mapo1247,Mapos-Mangga-Wagau,,family,buan1245
mapp1234,Mappi-Digul Awyu,,family,awyu1264
mapu1244,Mapun,sjm,language,born1254
mapu1245,Mapudungun,arn,language,arau1255
maqu1238,Ye'kwana,mch,language,maqu1239
maqu1239,Maquiritari-Wayumara,,family,guia1242
mara1373,Maraghei,vmh,language,cent2265
mara1378,Marathi,mar,language,mode1268
mara1379,Maram Naga,nma,language,zeme1241
mara1381,Maraic,,family,cent2330
mara1382,Mara Chin,mrh,language,nucl1757
mara1385,Marra,mec,language,mara1414
mara1386,Maranunggu,zmr,language,waga1259
mara1392,Marama,lrm,language,cent2288
mara1393,Marachi,lri,language,west2858
mara1396,Mararit,mgb,language,tama1329
mara1397,Marau,mvr,language,ansu1238
mara1399,Maragus,mrs,language,nort3261
mara1404,Maranao,mrw,language,dana1253
mara1414,Maran,,family,mang1423
mara1416,Marathic,,family,indo1325
mara1421,Marauia-Castana,,family,alto1250
mara1422,Marathi-Konkani,,family,mara1416
marb1239,Marba,mpg,language,marb1244
marb1244,Marba-Musey-Ham,,family,nort3157
mare1260,Marenje,vmr,language,chuw1239
mare1261,Maremgi,mrx,language,tora1268
marf1238,Marfa,mvu,language,nucl1441
marg1251,Margu,mhg,language,marr1257
marg1252,Margany-Gunya,,family,sout2765
marg1253,Margany,zmc,language,marg1252
marg1254,Margos-Yarowilca-Lauricocha Quechua,qvm,language,huay1239
marg1265,Marghi Central,mrt,language,bium1270
marg1266,Marghi South,mfm,language,kilb1234
marg1267,Margi-Mandara-Mofu,,family,nort3156
mari1278,Mari,chm,family,ural1272
mari1414,Maria (India),mrr,language,sout3234
mari1415,Maringic,,family,tang1335
mari1416,Maring Naga,nng,language,mari1415
mari1417,Marimanindji,zmm,language,brin1245
mari1418,Maringarr-Matige,,family,brin1245
mari1419,Maringarr,zmt,language,mari1418
mari1420,Marithielic,,family,brin1245
mari1421,Maridjabin,zmj,language,mari1420
mari1422,Maridan,zmd,language,mari1420
mari1423,Mariyedi,zmy,language,mari1420
mari1424,Marithiel,mfr,language,mari1420
mari1426,Sunwadia,mrb,language,maew1234
mari1428,Marik,dad,language,nucl1510
mari1429,Mari (Madang Province),hob,language,moun1250
mari1430,Mariri,mqi,language,batu1262
mari1432,Mari (East Sepik Province),mbx,language,nucl1586
mari1433,Marienberg,,family,nucl1708
mari1435,Maring,mbw,language,jimi1245
mari1437,Marind-Boazi-Yaqai,,family,anim1240
mari1438,Maria (Papua New Guinea),mds,language,manu1261
mari1440,Maricopa,mrc,language,rive1260
mari1442,Maritsauá,msp,language,unun9935
mari1445,Maric,,family,guwa1245
mark1255,Markweeta,enb,language,nort3239
mark1256,Marka,rkm,language,east2425
mark1257,Markham,,family,huon1245
marm1234,Marma,rmz,language,arak1255
marn1242,Marne,,family,gunw1250
maro1244,Marovo,mvo,language,maro1247
maro1246,Maroua,,family,nort3156
maro1247,Marovo-Vangunu,,family,east2761
marq1246,Marquesan,,family,cent2062
marr1256,Marriammu,xru,language,mari1420
marr1257,Marrku-Wurrugu,,family,
marr1265,Marrngu,,family,dese1234
mars1254,Marshallese,mah,language,west2844
mart1254,Marti Ke,zmg,language,mari1418
mart1255,Martuthunira,vma,language,cent2248
mart1256,Martu Wangka,mpj,language,warn1245
mart1257,Martuwangkic,,family,wati1241
maru1249,Maru,mhx,language,midn1240
maru1251,Marubo Subgroup,,family,pano1257
maru1252,Marúbo,mzr,language,maru1251
marw1256,Marwari (Pakistan),mve,language,west2831
marw1260,Marwari (India),rwr,language,mewa1254
masa1299,Masaaba,myx,language,buku1251
masa1300,Masai,mas,language,nucl1431
masa1301,Macro-Masalit,,family,maba1276
masa1307,Masadiit Itneg,tis,language,masa1325
masa1322,Masana,mcn,language,masa1324
masa1323,Masa,,family,chad1250
masa1324,Masa-Gizey-Zumaya,,family,nort3157
masa1325,Masadiit,,family,kali1311
masb1237,Masbate Sorsogon,bks,language,masb1239
masb1238,Masbatenyo,msb,language,masb1239
masb1239,Masbate-Sorsogon,,family,peri1261
mase1249,Masela-South Babar,,family,sout2881
mase1250,Masenrempulu,,family,nort2894
mash1238,Mashan,,family,grea1295
mash1267,Mashi (Zambia),mho,language,mash1271
mash1269,Mashi (Nigeria),jms,language,naki1240
mash1270,Mashco Piro,cuj,language,piro1249
mash1271,Mashi-Mbukushi,,family,west2833
masi1265,Masimasi,ism,language,sarm1242
masi1266,Masiwang,bnf,language,east2748
masi1268,Masikoro Malagasy,msh,language,saka1299
mask1242,Maskelynes,klv,language,sout3239
masl1241,Maslam,msv,language,koto1268
masm1239,Masmaje,mes,language,mubi1247
mass1262,Massalat,mdg,language,masa1301
mass1263,Massep,mvs,language,
mata1287,Matagalpan,,family,suma1272
mata1288,Matagalpa,mtn,language,mata1287
mata1289,Matacoan,,family,
mata1290,Mataguayo I,,family,mata1289
mata1291,Mataguayo II,,family,mata1289
mata1306,Matal,mfh,language,podo1243
mata1311,Matakam,,family,sout3145
mata1312,Matangnga-Aralle-Tabulahan,,family,pitu1237
matb1237,Matbat,xmt,language,maya1288
mate1258,Matengo,mgv,language,mate1261
mate1260,Matepi,mqe,language,uncl1506
mate1261,Matengic,,family,rufi1236
mati1250,Matigsalug Manobo,mbt,language,cent2088
mati1253,Matipuhy,mzo,language,nucl1656
mati1254,Matis subgroup,,family,mayo1269
mati1255,Matís,mpq,language,mati1254
matl1258,Matlatzincan,,family,otop1242
mato1250,Mator-Taigi-Karagas,mtm,language,samo1298
mato1252,Mato,met,language,belr1234
mato1253,Mato Grosso Arára,axg,language,
mats1243,Matses subgroup,,family,mayo1269
mats1244,Matsés,mcf,language,mats1243
mats1245,Matsi-Nan,,family,asha1244
matt1238,Mattole-Bear River,mvb,language,cali1245
matu1259,Matumbi,mgw,language,matu1263
matu1261,Matukar,mjk,language,nucl1510
matu1263,Matumbic,,family,rufi1236
maty1235,Matya Samo,stj,language,mand1437
maun1240,Mawng,mph,language,iwai1246
mauw1238,Mauwake,mhl,language,kumi1249
mawa1236,Mawa (Nigeria),wma,language,unat1236
mawa1266,Mawak,mjj,language,tibo1243
mawa1267,Mawan,mcz,language,silo1242
mawa1270,Mawa (Chad),mcw,language,east2710
mawc1242,Mawchi,mke,language,bhil1254
mawe1251,Mawes,mgk,language,
mawe1252,Maweti-Guarani,,family,tupi1275
maxa1246,Maxakalian,,family,nucl1710
maxa1247,Maxakalí,mbl,language,west2636
maxi1236,Maxi Gbe,mxl,language,fong1244
maya1279,Mayabic,,family,pama1251
maya1280,Mayaguduna,xmy,language,maya1279
maya1281,Maya Samo,sym,language,mand1437
maya1282,Misool-Salawati Ma'ya,slz,language,raja1258
maya1285,Mayangna,yan,language,sumu1234
maya1287,Mayan,,family,
maya1288,Maya-Matbat,,family,raja1255
mayk1239,Maykulan,mnt,language,nucl1332
mayo1260,Mayogo-Bangba,,family,east2391
mayo1261,Mayogo,mdm,language,mayo1260
mayo1262,Mayoyao Ifugao,ifu,language,bata1319
mayo1264,Mayo,mfy,language,cahi1243
mayo1269,Mayo Group,,family,mayo1277
mayo1277,Mayoruna Branch,,family,pano1256
mayo1278,Mayo-Pasi,,family,sepi1256
maza1291,Mazanderani,mzn,language,maza1305
maza1292,Mazatlán Mixe,mzl,language,lowl1263
maza1293,Mazahua,,family,otom1297
maza1294,Mazaltepec Zapotec,zpy,language,cent2146
maza1295,Mazatecan,,family,popo1293
maza1296,Mazatlán Mazatec,vmz,language,maza1309
maza1304,Mazagway,dkx,language,daba1262
maza1305,Mazanderani-Shahmirzadi,,family,casp1236
maza1307,Mazatec A,,family,maza1295
maza1308,Mazatec B,,family,maza1295
maza1309,Mazatec C,,family,maza1295
mbaa1245,Mba,mfc,language,ndun1248
mbab1239,Mbabaram,vmb,language,fina1240
mbag1239,Mbagani-Lwalwa,,family,luba1253
mbai1246,Mbaic,,family,uban1244
mbal1255,Central Wambo,lnb,language,ndon1253
mbal1257,Mbala,mdp,language,mbal1260
mbal1259,Mbala-Holu-Sondi (K.10),,family,nort3257
mbal1260,Mbala-Sondi,,family,mbal1259
mbam1249,Mbam-Nkam,,family,narr1282
mbam1252,Mbam,,family,mbam1254
mbam1253,Mbam-Nkam Nun,,family,sout3350
mbam1254,Mbam-Bubi-Jarawan,,family,narr1281
mban1262,Mbangi,mgn,language,nucl1737
mban1263,Mbandja,zmz,language,nucl1797
